bar,equity,drawdown
0,1000.0,0.0
1,1000.0,0.0
2,1000.0,0.0
3,1000.0,0.0
4,1000.0,0.0
5,1000.0,0.0
6,1000.0,0.0
7,1000.0,0.0
8,1000.0,0.0
9,1000.0,0.0
10,1000.0,0.0
11,1000.0,0.0
12,1000.0,0.0
13,1000.0,0.0
14,1000.0,0.0
15,1000.0,0.0
16,1000.0,0.0
17,1000.0,0.0
18,1000.0,0.0
19,1000.0,0.0
20,1000.0,0.0
21,1000.0,0.0
22,1000.0,0.0
23,1000.0,0.0
24,1000.0,0.0
25,1000.0,0.0
26,1000.0,0.0
27,1000.0,0.0
28,1000.0,0.0
29,1000.0,0.0
30,1000.0,0.0
31,999.88,0.012000000000000455
32,998.8606649460718,0.1139335053928221
33,1000.0200378681153,0.0
34,1000.0350273304106,0.0
35,999.3552044990928,0.06797990197729004
36,999.542291020974,0.04927190508036308
37,998.6136205750093,0.1421356969061035
38,1001.6011443834598,0.0
39,1002.5546094287099,0.0
40,1004.0506430205236,0.0
41,1002.9016222220696,0.11443853021171786
42,1002.9016222220696,0.11443853021171786
43,1002.9016222220696,0.11443853021171786
44,1002.9016222220696,0.11443853021171786
45,1002.9016222220696,0.11443853021171786
46,1002.9016222220696,0.11443853021171786
47,1002.7812740274029,0.12642479758809658
48,1001.6005197576671,0.24402387268889525
49,999.9416581310385,0.4092408005560243
50,1001.0773328549445,0.29613149359023655
51,999.0635324328388,0.49669910799338735
52,997.8277319895642,0.6197805931619905
53,997.8277319895642,0.6197805931619905
54,997.8277319895642,0.6197805931619905
55,997.8277319895642,0.6197805931619905
56,997.8277319895642,0.6197805931619905
57,997.8277319895642,0.6197805931619905
58,997.8277319895642,0.6197805931619905
59,997.8277319895642,0.6197805931619905
60,997.8277319895642,0.6197805931619905
61,997.8277319895642,0.6197805931619905
62,997.8277319895642,0.6197805931619905
63,997.8277319895642,0.6197805931619905
64,997.8277319895642,0.6197805931619905
65,997.8277319895642,0.6197805931619905
66,997.8277319895642,0.6197805931619905
67,997.8277319895642,0.6197805931619905
68,997.8277319895642,0.6197805931619905
69,997.8277319895642,0.6197805931619905
70,997.8277319895642,0.6197805931619905
71,997.8277319895642,0.6197805931619905
72,997.8277319895642,0.6197805931619905
73,997.8277319895642,0.6197805931619905
74,997.8277319895642,0.6197805931619905
75,997.8277319895642,0.6197805931619905
76,997.8277319895642,0.6197805931619905
77,997.8277319895642,0.6197805931619905
78,997.8277319895642,0.6197805931619905
79,997.8277319895642,0.6197805931619905
80,997.8277319895642,0.6197805931619905
81,997.8277319895642,0.6197805931619905
82,997.8277319895642,0.6197805931619905
83,997.8277319895642,0.6197805931619905
84,997.8277319895642,0.6197805931619905
85,997.8277319895642,0.6197805931619905
86,997.8277319895642,0.6197805931619905
87,997.8277319895642,0.6197805931619905
88,997.8277319895642,0.6197805931619905
89,997.8277319895642,0.6197805931619905
90,997.8277319895642,0.6197805931619905
91,997.8277319895642,0.6197805931619905
92,997.8277319895642,0.6197805931619905
93,997.8277319895642,0.6197805931619905
94,997.8277319895642,0.6197805931619905
95,997.8277319895642,0.6197805931619905
96,997.8277319895642,0.6197805931619905
97,997.8277319895642,0.6197805931619905
98,997.8277319895642,0.6197805931619905
99,997.8277319895642,0.6197805931619905
100,997.8277319895642,0.6197805931619905
101,997.8277319895642,0.6197805931619905
102,997.8277319895642,0.6197805931619905
103,997.8277319895642,0.6197805931619905
104,997.8277319895642,0.6197805931619905
105,997.8277319895642,0.6197805931619905
106,997.8277319895642,0.6197805931619905
107,997.8277319895642,0.6197805931619905
108,997.8277319895642,0.6197805931619905
109,997.8277319895642,0.6197805931619905
110,997.8277319895642,0.6197805931619905
111,997.8277319895642,0.6197805931619905
112,997.8277319895642,0.6197805931619905
113,997.8277319895642,0.6197805931619905
114,997.8277319895642,0.6197805931619905
115,997.8277319895642,0.6197805931619905
116,997.8277319895642,0.6197805931619905
117,997.8277319895642,0.6197805931619905
118,997.8277319895642,0.6197805931619905
119,997.8277319895642,0.6197805931619905
120,997.8277319895642,0.6197805931619905
121,997.8277319895642,0.6197805931619905
122,997.8277319895642,0.6197805931619905
123,997.8277319895642,0.6197805931619905
124,997.8277319895642,0.6197805931619905
125,997.8277319895642,0.6197805931619905
126,997.8277319895642,0.6197805931619905
127,997.8277319895642,0.6197805931619905
128,997.8277319895642,0.6197805931619905
129,997.8277319895642,0.6197805931619905
130,997.8277319895642,0.6197805931619905
131,997.8277319895642,0.6197805931619905
132,997.8277319895642,0.6197805931619905
133,997.8277319895642,0.6197805931619905
134,997.8277319895642,0.6197805931619905
135,997.8277319895642,0.6197805931619905
136,997.8277319895642,0.6197805931619905
137,997.8277319895642,0.6197805931619905
138,997.8277319895642,0.6197805931619905
139,997.8277319895642,0.6197805931619905
140,997.8277319895642,0.6197805931619905
141,997.8277319895642,0.6197805931619905
142,997.8277319895642,0.6197805931619905
143,997.8277319895642,0.6197805931619905
144,997.8277319895642,0.6197805931619905
145,997.8277319895642,0.6197805931619905
146,997.8277319895642,0.6197805931619905
147,997.8277319895642,0.6197805931619905
148,997.8277319895642,0.6197805931619905
149,997.8277319895642,0.6197805931619905
150,997.8277319895642,0.6197805931619905
151,997.8277319895642,0.6197805931619905
152,997.8277319895642,0.6197805931619905
153,997.8277319895642,0.6197805931619905
154,997.8277319895642,0.6197805931619905
155,997.8277319895642,0.6197805931619905
156,997.8277319895642,0.6197805931619905
157,997.8277319895642,0.6197805931619905
158,997.8277319895642,0.6197805931619905
159,997.8277319895642,0.6197805931619905
160,997.8277319895642,0.6197805931619905
161,997.8277319895642,0.6197805931619905
162,997.8277319895642,0.6197805931619905
163,997.8277319895642,0.6197805931619905
164,997.8277319895642,0.6197805931619905
165,997.8277319895642,0.6197805931619905
166,997.8277319895642,0.6197805931619905
167,997.8277319895642,0.6197805931619905
168,997.8277319895642,0.6197805931619905
169,997.8277319895642,0.6197805931619905
170,997.8277319895642,0.6197805931619905
171,997.8277319895642,0.6197805931619905
172,997.8277319895642,0.6197805931619905
173,997.8277319895642,0.6197805931619905
174,997.8277319895642,0.6197805931619905
175,997.8277319895642,0.6197805931619905
176,997.8277319895642,0.6197805931619905
177,997.8277319895642,0.6197805931619905
178,997.8277319895642,0.6197805931619905
179,997.8277319895642,0.6197805931619905
180,997.8277319895642,0.6197805931619905
181,997.8277319895642,0.6197805931619905
182,997.8277319895642,0.6197805931619905
183,997.8277319895642,0.6197805931619905
184,997.8277319895642,0.6197805931619905
185,997.8277319895642,0.6197805931619905
186,997.8277319895642,0.6197805931619905
187,997.8277319895642,0.6197805931619905
188,997.8277319895642,0.6197805931619905
189,997.8277319895642,0.6197805931619905
190,997.8277319895642,0.6197805931619905
191,997.8277319895642,0.6197805931619905
192,997.8277319895642,0.6197805931619905
193,997.8277319895642,0.6197805931619905
194,997.8277319895642,0.6197805931619905
195,997.8277319895642,0.6197805931619905
196,997.8277319895642,0.6197805931619905
197,997.8277319895642,0.6197805931619905
198,997.8277319895642,0.6197805931619905
199,997.8277319895642,0.6197805931619905
200,997.8277319895642,0.6197805931619905
201,997.8277319895642,0.6197805931619905
202,997.8277319895642,0.6197805931619905
203,997.8277319895642,0.6197805931619905
204,997.8277319895642,0.6197805931619905
205,997.8277319895642,0.6197805931619905
206,997.8277319895642,0.6197805931619905
207,997.8277319895642,0.6197805931619905
208,997.8277319895642,0.6197805931619905
209,997.8277319895642,0.6197805931619905
210,997.8277319895642,0.6197805931619905
211,997.8277319895642,0.6197805931619905
212,997.8277319895642,0.6197805931619905
213,997.8277319895642,0.6197805931619905
214,997.8277319895642,0.6197805931619905
215,997.8277319895642,0.6197805931619905
216,997.8277319895642,0.6197805931619905
217,997.8277319895642,0.6197805931619905
218,997.8277319895642,0.6197805931619905
219,997.8277319895642,0.6197805931619905
220,997.8277319895642,0.6197805931619905
221,997.8277319895642,0.6197805931619905
222,997.8277319895642,0.6197805931619905
223,997.8277319895642,0.6197805931619905
224,997.8277319895642,0.6197805931619905
225,997.8277319895642,0.6197805931619905
226,997.8277319895642,0.6197805931619905
227,997.8277319895642,0.6197805931619905
228,997.8277319895642,0.6197805931619905
229,997.8277319895642,0.6197805931619905
230,997.8277319895642,0.6197805931619905
231,997.8277319895642,0.6197805931619905
232,997.8277319895642,0.6197805931619905
233,997.8277319895642,0.6197805931619905
234,997.8277319895642,0.6197805931619905
235,997.8277319895642,0.6197805931619905
236,997.8277319895642,0.6197805931619905
237,997.8277319895642,0.6197805931619905
238,997.8277319895642,0.6197805931619905
239,997.8277319895642,0.6197805931619905
240,997.8277319895642,0.6197805931619905
241,997.8277319895642,0.6197805931619905
242,997.8277319895642,0.6197805931619905
243,997.8277319895642,0.6197805931619905
244,997.8277319895642,0.6197805931619905
245,997.8277319895642,0.6197805931619905
246,997.8277319895642,0.6197805931619905
247,997.8277319895642,0.6197805931619905
248,997.8277319895642,0.6197805931619905
249,997.8277319895642,0.6197805931619905
250,997.8277319895642,0.6197805931619905
251,997.8277319895642,0.6197805931619905
252,997.8277319895642,0.6197805931619905
253,997.8277319895642,0.6197805931619905
254,997.8277319895642,0.6197805931619905
255,997.8277319895642,0.6197805931619905
256,997.8277319895642,0.6197805931619905
257,997.8277319895642,0.6197805931619905
258,997.8277319895642,0.6197805931619905
259,997.8277319895642,0.6197805931619905
260,997.8277319895642,0.6197805931619905
261,997.8277319895642,0.6197805931619905
262,997.8277319895642,0.6197805931619905
263,997.8277319895642,0.6197805931619905
264,997.8277319895642,0.6197805931619905
265,997.8277319895642,0.6197805931619905
266,997.8277319895642,0.6197805931619905
267,997.8277319895642,0.6197805931619905
268,997.8277319895642,0.6197805931619905
269,997.8277319895642,0.6197805931619905
270,997.8277319895642,0.6197805931619905
271,997.8277319895642,0.6197805931619905
272,997.8277319895642,0.6197805931619905
273,997.8277319895642,0.6197805931619905
274,997.8277319895642,0.6197805931619905
275,997.8277319895642,0.6197805931619905
276,997.8277319895642,0.6197805931619905
277,997.8277319895642,0.6197805931619905
278,997.8277319895642,0.6197805931619905
279,997.8277319895642,0.6197805931619905
280,997.8277319895642,0.6197805931619905
281,997.8277319895642,0.6197805931619905
282,997.8277319895642,0.6197805931619905
283,997.8277319895642,0.6197805931619905
284,997.8277319895642,0.6197805931619905
285,997.8277319895642,0.6197805931619905
286,997.8277319895642,0.6197805931619905
287,997.8277319895642,0.6197805931619905
288,997.8277319895642,0.6197805931619905
289,997.8277319895642,0.6197805931619905
290,997.8277319895642,0.6197805931619905
291,997.8277319895642,0.6197805931619905
292,997.8277319895642,0.6197805931619905
293,997.8277319895642,0.6197805931619905
294,997.8277319895642,0.6197805931619905
295,997.8277319895642,0.6197805931619905
296,997.8277319895642,0.6197805931619905
297,997.8277319895642,0.6197805931619905
298,997.8277319895642,0.6197805931619905
299,997.8277319895642,0.6197805931619905
300,997.8277319895642,0.6197805931619905
301,997.8277319895642,0.6197805931619905
302,997.8277319895642,0.6197805931619905
303,997.8277319895642,0.6197805931619905
304,997.8277319895642,0.6197805931619905
305,997.8277319895642,0.6197805931619905
306,997.8277319895642,0.6197805931619905
307,997.8277319895642,0.6197805931619905
308,997.8277319895642,0.6197805931619905
309,997.8277319895642,0.6197805931619905
310,997.8277319895642,0.6197805931619905
311,997.8277319895642,0.6197805931619905
312,997.8277319895642,0.6197805931619905
313,997.8277319895642,0.6197805931619905
314,997.8277319895642,0.6197805931619905
315,997.8277319895642,0.6197805931619905
316,997.8277319895642,0.6197805931619905
317,997.8277319895642,0.6197805931619905
318,997.8277319895642,0.6197805931619905
319,997.8277319895642,0.6197805931619905
320,997.8277319895642,0.6197805931619905
321,997.8277319895642,0.6197805931619905
322,997.8277319895642,0.6197805931619905
323,997.8277319895642,0.6197805931619905
324,997.8277319895642,0.6197805931619905
325,997.8277319895642,0.6197805931619905
326,997.8277319895642,0.6197805931619905
327,997.8277319895642,0.6197805931619905
328,997.8277319895642,0.6197805931619905
329,997.8277319895642,0.6197805931619905
330,997.8277319895642,0.6197805931619905
331,997.8277319895642,0.6197805931619905
332,997.8277319895642,0.6197805931619905
333,997.8277319895642,0.6197805931619905
334,997.8277319895642,0.6197805931619905
335,997.8277319895642,0.6197805931619905
336,997.8277319895642,0.6197805931619905
337,997.8277319895642,0.6197805931619905
338,997.8277319895642,0.6197805931619905
339,997.8277319895642,0.6197805931619905
340,997.8277319895642,0.6197805931619905
341,997.8277319895642,0.6197805931619905
342,997.8277319895642,0.6197805931619905
343,997.8277319895642,0.6197805931619905
344,997.8277319895642,0.6197805931619905
345,997.8277319895642,0.6197805931619905
346,997.8277319895642,0.6197805931619905
347,997.8277319895642,0.6197805931619905
348,997.8277319895642,0.6197805931619905
349,997.8277319895642,0.6197805931619905
350,997.8277319895642,0.6197805931619905
351,997.8277319895642,0.6197805931619905
352,997.8277319895642,0.6197805931619905
353,997.8277319895642,0.6197805931619905
354,997.8277319895642,0.6197805931619905
355,997.8277319895642,0.6197805931619905
356,997.8277319895642,0.6197805931619905
357,997.8277319895642,0.6197805931619905
358,997.8277319895642,0.6197805931619905
359,997.8277319895642,0.6197805931619905
360,997.8277319895642,0.6197805931619905
361,997.8277319895642,0.6197805931619905
362,997.8277319895642,0.6197805931619905
363,997.8277319895642,0.6197805931619905
364,997.8277319895642,0.6197805931619905
365,997.8277319895642,0.6197805931619905
366,997.8277319895642,0.6197805931619905
367,997.8277319895642,0.6197805931619905
368,997.8277319895642,0.6197805931619905
369,997.8277319895642,0.6197805931619905
370,997.8277319895642,0.6197805931619905
371,997.8277319895642,0.6197805931619905
372,997.8277319895642,0.6197805931619905
373,997.8277319895642,0.6197805931619905
374,997.8277319895642,0.6197805931619905
375,997.8277319895642,0.6197805931619905
376,997.8277319895642,0.6197805931619905
377,997.8277319895642,0.6197805931619905
378,997.8277319895642,0.6197805931619905
379,997.8277319895642,0.6197805931619905
380,997.8277319895642,0.6197805931619905
381,997.8277319895642,0.6197805931619905
382,997.8277319895642,0.6197805931619905
383,997.8277319895642,0.6197805931619905
384,997.8277319895642,0.6197805931619905
385,997.8277319895642,0.6197805931619905
386,997.8277319895642,0.6197805931619905
387,997.8277319895642,0.6197805931619905
388,997.8277319895642,0.6197805931619905
389,997.8277319895642,0.6197805931619905
390,997.8277319895642,0.6197805931619905
391,997.8277319895642,0.6197805931619905
392,997.8277319895642,0.6197805931619905
393,997.8277319895642,0.6197805931619905
394,997.8277319895642,0.6197805931619905
395,997.8277319895642,0.6197805931619905
396,997.8277319895642,0.6197805931619905
397,997.8277319895642,0.6197805931619905
398,997.8277319895642,0.6197805931619905
399,997.8277319895642,0.6197805931619905
400,997.8277319895642,0.6197805931619905
401,997.8277319895642,0.6197805931619905
402,997.8277319895642,0.6197805931619905
403,997.8277319895642,0.6197805931619905
404,997.8277319895642,0.6197805931619905
405,997.8277319895642,0.6197805931619905
406,997.8277319895642,0.6197805931619905
407,997.8277319895642,0.6197805931619905
408,997.8277319895642,0.6197805931619905
409,997.8277319895642,0.6197805931619905
410,997.8277319895642,0.6197805931619905
411,997.8277319895642,0.6197805931619905
412,997.8277319895642,0.6197805931619905
413,997.8277319895642,0.6197805931619905
414,997.8277319895642,0.6197805931619905
415,997.8277319895642,0.6197805931619905
416,997.8277319895642,0.6197805931619905
417,997.8277319895642,0.6197805931619905
418,997.8277319895642,0.6197805931619905
419,997.8277319895642,0.6197805931619905
420,997.8277319895642,0.6197805931619905
421,997.8277319895642,0.6197805931619905
422,997.8277319895642,0.6197805931619905
423,997.8277319895642,0.6197805931619905
424,997.8277319895642,0.6197805931619905
425,997.8277319895642,0.6197805931619905
426,997.8277319895642,0.6197805931619905
427,997.8277319895642,0.6197805931619905
428,997.8277319895642,0.6197805931619905
429,997.8277319895642,0.6197805931619905
430,997.8277319895642,0.6197805931619905
431,997.8277319895642,0.6197805931619905
432,997.8277319895642,0.6197805931619905
433,997.8277319895642,0.6197805931619905
434,997.8277319895642,0.6197805931619905
435,997.8277319895642,0.6197805931619905
436,997.8277319895642,0.6197805931619905
437,997.8277319895642,0.6197805931619905
438,997.8277319895642,0.6197805931619905
439,997.8277319895642,0.6197805931619905
440,997.8277319895642,0.6197805931619905
441,997.8277319895642,0.6197805931619905
442,997.8277319895642,0.6197805931619905
443,997.8277319895642,0.6197805931619905
444,997.8277319895642,0.6197805931619905
445,997.8277319895642,0.6197805931619905
446,997.8277319895642,0.6197805931619905
447,997.8277319895642,0.6197805931619905
448,997.8277319895642,0.6197805931619905
449,997.8277319895642,0.6197805931619905
450,997.8277319895642,0.6197805931619905
451,997.8277319895642,0.6197805931619905
452,997.8277319895642,0.6197805931619905
453,997.8277319895642,0.6197805931619905
454,997.8277319895642,0.6197805931619905
455,997.8277319895642,0.6197805931619905
456,997.8277319895642,0.6197805931619905
457,997.8277319895642,0.6197805931619905
458,997.8277319895642,0.6197805931619905
459,997.8277319895642,0.6197805931619905
460,997.8277319895642,0.6197805931619905
461,997.8277319895642,0.6197805931619905
462,997.8277319895642,0.6197805931619905
463,997.8277319895642,0.6197805931619905
464,997.8277319895642,0.6197805931619905
465,997.8277319895642,0.6197805931619905
466,997.8277319895642,0.6197805931619905
467,997.8277319895642,0.6197805931619905
468,997.8277319895642,0.6197805931619905
469,997.8277319895642,0.6197805931619905
470,997.8277319895642,0.6197805931619905
471,997.8277319895642,0.6197805931619905
472,997.8277319895642,0.6197805931619905
473,997.8277319895642,0.6197805931619905
474,997.8277319895642,0.6197805931619905
475,997.8277319895642,0.6197805931619905
476,997.8277319895642,0.6197805931619905
477,997.8277319895642,0.6197805931619905
478,997.8277319895642,0.6197805931619905
479,997.8277319895642,0.6197805931619905
480,997.8277319895642,0.6197805931619905
481,997.8277319895642,0.6197805931619905
482,997.8277319895642,0.6197805931619905
483,997.8277319895642,0.6197805931619905
484,997.8277319895642,0.6197805931619905
485,997.8277319895642,0.6197805931619905
486,997.8277319895642,0.6197805931619905
487,997.8277319895642,0.6197805931619905
488,997.8277319895642,0.6197805931619905
489,997.8277319895642,0.6197805931619905
490,997.8277319895642,0.6197805931619905
491,997.8277319895642,0.6197805931619905
492,997.8277319895642,0.6197805931619905
493,997.8277319895642,0.6197805931619905
494,997.8277319895642,0.6197805931619905
495,997.8277319895642,0.6197805931619905
496,997.8277319895642,0.6197805931619905
497,997.8277319895642,0.6197805931619905
498,997.8277319895642,0.6197805931619905
499,997.8277319895642,0.6197805931619905
500,997.8277319895642,0.6197805931619905
501,997.8277319895642,0.6197805931619905
502,997.8277319895642,0.6197805931619905
503,997.8277319895642,0.6197805931619905
504,997.8277319895642,0.6197805931619905
505,997.8277319895642,0.6197805931619905
506,997.8277319895642,0.6197805931619905
507,997.8277319895642,0.6197805931619905
508,997.8277319895642,0.6197805931619905
509,997.8277319895642,0.6197805931619905
510,997.8277319895642,0.6197805931619905
511,997.8277319895642,0.6197805931619905
512,997.8277319895642,0.6197805931619905
513,997.8277319895642,0.6197805931619905
514,997.8277319895642,0.6197805931619905
515,997.8277319895642,0.6197805931619905
516,997.8277319895642,0.6197805931619905
517,997.8277319895642,0.6197805931619905
518,997.8277319895642,0.6197805931619905
519,997.8277319895642,0.6197805931619905
520,997.8277319895642,0.6197805931619905
521,997.8277319895642,0.6197805931619905
522,997.8277319895642,0.6197805931619905
523,997.8277319895642,0.6197805931619905
