id,direction,entry_price,exit_price,entry_bar,exit_bar,size,leverage,pnl,pnl_pct,commission,funding,net_pnl,exit_reason,duration_bars,confidence
1,SHORT,43689.75060641516,42602.89156095362,39,47,600.0,3.0,17.986895777597308,8.885447888798655,0.72,-0.21600000000000003,17.98689577759731,SL,8,85.0
2,LONG,46267.58639895514,44675.32470505555,92,95,601.0576137466558,3.0,-20.68491332016208,-10.504258197757753,0.7212691364959869,0.06010576137466558,-21.10565364978474,SL,3,85.0
3,LONG,45698.844424076524,46686.49324681783,146,159,599.7696364535738,3.0,17.544697787935167,8.667718236593283,0.7197235637442885,0.33587099641400137,16.99290972239788,SL,13,100.0
4,SHORT,47369.23135651798,49126.39238462236,172,177,600.7676193300056,3.0,-22.285467114477026,-11.308496142650196,0.7209211431960066,-0.12015352386600112,-22.52577416220903,SL,5,100.0
5,LONG,48593.717889532265,55447.864067224444,204,213,599.3944452459771,3.0,48.18032830041026,24.0618519023182,0.7192733342951724,0.16078755993723334,47.91434701533235,SL,9,100.0
6,SHORT,49902.33688374258,48053.18985371382,262,266,602.2477278668681,3.0,25.44582652199299,12.567428404912807,0.7226972734402417,-0.060224772786686816,25.289242112747605,SL,4,85.0
7,SHORT,46733.52213884828,48585.88639196326,293,299,603.7434014754299,3.0,-23.93041747686878,-12.071020631474012,0.7244920817705158,-0.18112302044262896,-24.111540497311406,SL,6,85.0
8,LONG,59019.23584972203,61095.04659435815,390,396,602.2749742831381,3.0,21.871079688070303,10.786233010811634,0.7227299691397657,0.09636399588530212,21.557896701443074,SL,6,85.0
9,LONG,61261.67817104076,67582.9456659579,417,422,603.5467661861505,3.0,42.58987984718232,21.117149375934236,0.7242561194233806,0.08389300049987493,42.40006438921677,SL,5,100.0
10,SHORT,53729.65137548864,55893.60522985485,473,477,606.069042365921,3.0,-24.40934207955945,-12.26245614275512,0.727282850839105,-0.12121380847318419,-24.65176969650582,SL,4,85.0
11,SHORT,54402.11062237137,56911.96402976948,499,501,604.5681176986054,3.0,-27.891883841472218,-14.020566360486011,0.7254817412383264,-0.06045681176986054,-28.19416790032152,SL,2,100.0
12,SHORT,38519.50840295534,40197.01293583251,568,583,602.854703172349,3.0,-26.25400840163227,-13.244843782495911,0.7234256438068187,-0.42199829222064433,-26.193722931315037,SL,15,100.0
13,LONG,40033.11090984361,38744.11640803295,596,598,601.261377027156,3.0,-19.35953992894782,-9.83946292343011,0.7215136524325871,0.0,-19.720296755164114,SL,2,85.0
14,LONG,44657.78407212028,45709.29161610018,652,661,600.0565138122731,3.0,18.114586861012164,8.948440407217689,0.7200678165747277,0.1920180844199274,17.706548431619815,SL,9,100.0
15,LONG,44836.64509137471,42847.62276562082,680,684,601.097304683673,3.0,-26.665598118007093,-13.488459999853026,0.7213167656204075,0.0601097304683673,-27.086366231285663,SL,4,100.0
16,SHORT,42526.03694793008,44296.10098755514,704,715,599.4504832068272,3.0,-24.95096698428461,-12.66691977899824,0.7193405798481927,-0.29972524160341363,-25.01091203260529,SL,11,100.0
17,SHORT,43162.30189914456,38947.91654265385,744,753,597.9282482674754,3.0,42.12491337209545,21.082785645073294,0.7175138979209703,-0.13647712266705125,42.156454087191555,SL,9,85.0
18,LONG,49610.16839126261,47833.55766772507,787,789,600.4361100957692,3.0,-21.50247150104786,-10.923426888974863,0.720523332114923,0.060043611009576926,-21.922776778114898,SL,2,85.0
19,LONG,48326.15049350273,46743.91273016158,814,816,599.0991277891189,3.0,-19.614996317576228,-10.002245805946481,0.7189189533469427,0.0,-19.9744557942497,SL,2,100.0
20,LONG,52492.64443716771,50678.53536579389,847,850,597.8790928728636,3.0,-20.662283213101844,-10.547790139884814,0.7174549114474362,0.05978790928728636,-21.080798578112848,SL,3,100.0
21,SHORT,52308.53341674095,54275.67486842278,874,875,596.5927213108334,3.0,-22.435770900176067,-11.461953382307545,0.7159112655730001,0.0,-22.793726532962566,SL,1,100.0
22,LONG,80276.3976166846,84529.7939655011,912,918,595.2036203808887,3.0,27.61526981522494,13.848702138508381,0.7142443444570663,0.07142443444570665,27.404567733610104,SL,6,85.0
